,0,1,2
910,oscillation,"{'Noun': ['the process of oscillating between states', '(physics', 'a single complete execution of a periodically repeated phenomenon']}","['ripple', 'undulation', 'sympathetic vibration', 'transient', 'wave', 'vibration', 'beat', 'resonance']"
911,otiose,"{'Adjective': ['serving no useful purpose; having no excuse for being', 'producing no result or effect', 'disinclined to work or exertion']}","['futile', 'unavailing', 'useless', 'ineffectual']"
912,apocryphal,"{'Adjective': ['being of questionable authenticity', 'of or belonging to the Apocrypha']}",['questionable']
913,idyllic,"{'Adjective': ['excellent and delightful in all respects', 'suggestive of an idyll; charmingly simple and serene']}",['perfect']
914,cosmopolitan,"{'Noun': ['a sophisticated person who has travelled in many countries'], 'Adjective': ['growing or occurring in many parts of the world', 'composed of people from or at home in many parts of the world; especially not provincial in attitudes or interests', 'of worldwide scope or applicability']}",['widely distributed']
915,craft,"{'Noun': ['the skilled practice of a practical occupation', 'a vehicle designed for navigation in or on water or air or through outer space', 'people who perform a particular kind of skilled work', 'skill in an occupation or trade', 'shrewdness as demonstrated by being skilled in deception'], 'Verb': ['make by hand and with much skill']}","['piloting', 'mintage', 'painting', 'mechanical drawing', 'handicraft', 'occupation', 'line of work', 'drafting', 'auto mechanics', 'business', 'dressmaking', 'trade', 'woodwork', 'interior design', 'oculism', 'shoe repairing', 'job', 'carpentry', 'lumbering', 'pottery', 'woodworking', 'interior decoration', 'plumbery', 'basketry', 'typography', 'line', 'plumbing', 'tanning', 'electrical work', 'house painting', 'airplane mechanics', 'shingling', 'winemaking', 'tailoring', 'sheet-metal work', 'shoemaking', 'wine making', 'pyrotechnics', 'cobbling', 'undertaking', 'roofing', 'tool-and-die work', 'pilotage', 'pyrotechny', 'papermaking', 'masonry', 'upholstery']"
916,transitory,{'Adjective': ['lasting a very short time']},"['passing', 'transient', 'temporary', 'ephemeral', 'short-lived', 'fugacious', 'impermanent']"
917,saccharine,{'Adjective': ['overly sweet']},"['treacly', 'sweet', 'syrupy', 'cloying']"
918,sectarian,"{'Noun': ['a member of a sect'], 'Adjective': ['of or relating to or characteristic of a sect or sects', 'belonging to or characteristic of a sect']}","['denominational', 'narrow-minded']"
919,relish,"{'Noun': ['vigorous and enthusiastic enjoyment', 'spicy or savory condiment', 'the taste experience when a savoury condiment is taken into the mouth'], 'Verb': ['derive or receive pleasure from; get enjoyment from; take pleasure in']}","['zestfulness', 'enjoyment', 'enthusiasm', 'zest', 'gusto']"
920,glut,"{'Noun': ['the quality of being so overabundant that prices fall'], 'Verb': ['overeat or eat immodestly; make a pig of oneself', 'supply with an excess of']}","['eat', 'gormandise', 'engorge', 'ingurgitate', 'gormandize', 'satiate', 'scarf out', 'overgorge', 'stuff', 'overindulge', 'binge', 'overeat', 'gourmandize', 'gorge', 'pig out', 'englut']"
921,supersede,{'Verb': ['take the place or move into the position of']},"['put back', 'supplant', 'usurp', 'oust', 'succeed', 'displace', 'deputise', 'supervene upon', 'come after', 'step in', 'supercede', 'deputize', 'preempt', 'substitute', 'replace', 'follow']"
922,placid,"{'Adjective': ['(of a body of water', 'not easily irritated']}","['quiet', 'smooth', 'calm', 'unruffled', 'tranquil', 'still']"
923,pittance,{'Noun': ['an inadequate payment']},['payment']
924,worldly,"{'Adjective': ['characteristic of or devoted to the temporal world as opposed to the spiritual world', 'very sophisticated especially because of surfeit; versed in the ways of the world']}","['earthly', 'temporal', 'mercenary', 'mundane', 'materialistic', 'profane', 'material', 'terrestrial', 'economic', 'secular', 'worldly-minded', 'sophisticated']"
925,leery,{'Adjective': ['openly distrustful and unwilling to confide']},"['distrustful', 'wary', 'suspicious', 'untrusting', 'mistrustful']"
926,pedantic,{'Adjective': ['marked by a narrow focus on or display of learning especially its trivial aspects']},"['donnish', 'academic', 'scholarly']"
927,fret,"{'Noun': ['agitation resulting from active worry', 'a spot that has been worn away by abrasion or erosion', 'an ornamental pattern consisting of repeated vertical and horizontal lines (often in relief', 'a small bar of metal across the fingerboard of a musical instrument; when the string is stopped by a finger at the metal bar it will produce a note of the desired pitch'], 'Verb': ['worry unnecessarily or excessively', 'be agitated or irritated', 'provide (a musical instrument', 'become or make sore by or as if by rubbing', 'cause annoyance in', 'gnaw into; make resentful or angry', 'carve a pattern into', 'decorate with an interlaced design', 'be too tight; rub or press', 'cause friction', 'remove soil or rock', 'wear away or erode']}","['dither', 'pother', 'scruple', 'fuss', 'niggle', 'worry', 'flap']"
928,lucid,"{'Adjective': ['(of language', 'having a clear mind', 'capable of thinking and expressing yourself in a clear and consistent manner', 'transmitting light; able to be seen through with clarity']}","['crystal clear', 'limpid', 'pellucid', 'clear', 'luculent', 'perspicuous']"
929,fraud,"{'Noun': ['intentional deception resulting in injury to another person', 'a person who makes deceitful pretenses', 'something intended to deceive; deliberate trickery intended to gain an advantage']}","['barratry', 'fraud in the factum', 'criminal offence', 'fraud in fact', 'offence', 'offense', 'rig', 'positive fraud', 'fraud in the inducement', 'swindle', 'mail fraud', 'collateral fraud', 'identity theft', 'election fraud', 'legal fraud', 'intrinsic fraud', 'crime', 'constructive fraud', 'law-breaking', 'criminal offense', 'extrinsic fraud', 'cheat']"
930,obtrusive,"{'Adjective': ['sticking out; protruding', 'undesirably noticeable']}",['protrusive']
931,esoteric,{'Adjective': ['confined to and understandable by only an enlightened inner circle']},"['abstruse', 'mystical', 'deep', 'kabbalistic', 'orphic', 'arcane', 'private', 'occult', 'sibylline', 'mystic', 'cabalistic', 'cryptic', 'secret', 'mysterious', 'recondite', 'qabalistic', 'cryptical']"
932,euphony,{'Noun': ['any agreeable (pleasing and harmonious']},"['music of the spheres', 'auditory sensation', 'music', 'sound']"
933,amity,"{'Noun': ['a cordial disposition', 'a state of friendship and cordiality']}","['cordiality', 'friendliness']"
934,explicable,{'Adjective': ['capable of being explicated or accounted for']},"['soluble', 'comprehensible', 'explainable', 'comprehendible', 'interpretable']"
935,hauteur,{'Noun': ['overbearing pride evidenced by a superior manner toward inferiors']},"['high-handedness', 'imperiousness', 'superbia', 'condescension', 'pride', 'snobbism', 'hubris', 'overbearingness', 'snobbishness', 'superciliousness', 'snobbery', 'arrogance', 'disdainfulness', 'domineeringness', 'superiority', 'haughtiness', 'lordliness', 'contemptuousness']"
936,sound,"{'Noun': ['the particular auditory effect produced by a given cause', 'the subjective sensation of hearing something', 'mechanical vibrations transmitted by an elastic medium', 'the sudden occurrence of an audible event', 'the audible part of a transmitted signal', '(phonetics', 'a narrow channel of the sea joining two larger bodies of water', 'a large ocean inlet or deep bay'], 'Verb': ['appear in a certain way', 'make a certain noise or sound', 'give off a certain sound or sounds', 'announce by means of a sound', 'utter with vibrating vocal chords', 'cause to sound', 'measure the depth of (a body of water'], 'Adjective': ['financially secure and safe', 'exercising or showing good judgment', 'in good condition; free from defect or damage or decay', 'in excellent physical condition', 'logically valid', 'having legal efficacy or force', 'vigorous or severe', 'free from moral defect', '(of sleep', 'complete; thorough']}","['seem', 'look', 'appear']"
937,shelve,"{'Verb': ['hold back to a later time', 'place on a shelf']}","['table', 'suspend', 'reprieve', 'hold', 'scrub', 'probate', 'cancel', 'respite', 'remit', 'put over', 'defer', 'reschedule', 'set back', 'prorogue', 'put off', 'scratch', 'hold over', 'delay', 'postpone', 'call off', 'call']"
938,anthropocentrism,{'Noun': ['an inclination to evaluate reality exclusively in terms of human values']},"['partisanship', 'partiality', 'anthropocentricity']"
939,recalcitrant,"{'Adjective': ['stubbornly resistant to authority or control', 'marked by stubborn resistance to authority']}","['fractious', 'refractory', 'disobedient']"
940,cartography,{'Noun': ['the making of maps and charts']},"['fashioning', 'mapmaking', 'making', 'devising']"
941,finagled,{'Verb': ['achieve something by means of trickery or devious methods']},"['manage', 'reach', 'achieve', 'wangle', 'accomplish', 'attain']"
942,impute,"{'Verb': ['attribute or credit to', 'attribute (responsibility or fault']}","['evaluate', 'externalize', 'charge', 'internalize', 'credit', 'personate', 'internalise', 'anthropomorphise', 'judge', 'personify', 'accredit', 'ascribe', 'anthropomorphize', 'attribute', 'reattribute', 'pass judgment', 'blame', 'project', 'interiorise', 'carnalize', 'interiorize', 'sensualize', 'assign', 'externalise']"
943,catholic,"{'Noun': ['a member of a Catholic church'], 'Adjective': ['of or relating to or supporting Catholicism', 'free from provincial prejudices or attachments']}","['Catholic Church', 'Christian', 'pontiff', 'Holy Father', 'pope', 'Roman Catholic', 'Uniat', 'Greek Catholic', 'Uniate Christian', 'Vicar of Christ', 'Bishop of Rome', 'Anglican Catholic', 'Roman Catholic Pope', 'Catholic Pope', 'Uniate']"
944,besotted,"{'Verb': ['make dull or stupid or muddle with drunkenness or infatuation'], 'Adjective': ['very drunk']}","['pissed', 'loaded', 'inebriated', 'blind drunk', 'sloshed', 'drunk', 'intoxicated', 'soaked', 'sozzled', 'wet', 'crocked', 'pixilated', 'squiffy', 'fuddled', 'smashed', 'plastered', 'pie-eyed', 'stiff', 'cockeyed', 'soused', 'slopped', 'blotto', 'tight']"
945,amalgamate,"{'Verb': ['to bring or combine together or with something else'], 'Adjective': ['joined together into a whole']}","['consolidated', 'amalgamated', 'coalesced', 'united', 'fused']"
946,harried,"{'Verb': ['annoy continually or chronically', 'make a pillaging or destructive raid on (a place'], 'Adjective': ['troubled persistently especially with petty annoyances']}","['vexed', 'annoyed', 'harassed', 'pestered', 'troubled']"
947,husbandry,{'Noun': ['the practice of cultivating the land or raising stock']},"['ranching', 'tank farming', 'strip cropping', 'agriculture', 'planting', 'aquiculture', 'mixed farming', 'subsistence farming', 'tree farming', 'dairy farming', 'tilling', 'horticulture', 'harvest time', 'truck farming', 'gardening', 'arboriculture', 'animal husbandry', 'cultivation', 'hydroponics', 'harvest', 'farming', 'dairying']"
948,melange,{'Noun': ['a motley assortment of things']},"['hotchpotch', 'ragbag', 'omnium-gatherum', 'mingle-mangle', 'odds and ends', 'smorgasbord', 'variety', 'farrago', 'mixed bag', 'assortment', 'mishmash', 'miscellany', 'mixture', 'hodgepodge', 'salmagundi', 'potpourri', 'motley', 'oddments', 'miscellanea', 'gallimaufry']"
949,desiccated,"{'Verb': ['preserve by removing all water and liquids from', 'remove water from', 'lose water or moisture'], 'Adjective': ['thoroughly dried out', 'preserved by removing natural moisture', 'lacking vitality or spirit; lifeless']}","['dried', 'preserved', 'dehydrated']"
950,prolix,{'Adjective': ['tediously prolonged or tending to speak or write at great length']},"['long-winded', 'wordiness', 'prolixness', 'diffuse', 'verbose', 'redundant', 'tautological', 'wordy', 'verbal', 'tautologic', 'prolixity', 'windy', 'pleonastic', 'tedious', 'voluble', 'long-windedness', 'windiness']"
951,ornery,{'Adjective': ['having a difficult and contrary disposition']},"['cantankerous', 'crotchety', 'ill-natured']"
952,torrid,"{'Adjective': ['characterized by intense emotion', 'emotionally charged and vigorously energetic', 'extremely hot and dry']}",['hot']
953,fungible,"{'Noun': ['a commodity that is freely interchangeable with another in satisfying an obligation'], 'Adjective': ['of goods or commodities; freely exchangeable for or replaceable by another of like nature or kind in the satisfaction of an obligation']}",['exchangeable']
954,askew,"{'Adjective': ['turned or twisted toward one side'], 'Adverb': ['turned or twisted to one side']}","['cockeyed', 'skew-whiff', 'awry', 'wonky', 'crooked', 'lopsided']"
955,conniving,"{'Verb': ['encourage or assent to illegally or criminally', 'form intrigues (for'], 'Adjective': ['acting together in secret toward a fraudulent or illegal end', 'acting with a specific goal']}","['shrewd', 'scheming', 'hard', 'calculating', 'calculative']"
